ID_HECHO,FECHA,VEHICULO_VICTIMA,SEXO_VICTIMA,EDAD_VICTIMA,GRAVEDAD,ROL_VICTIMA,RANGO_ETARIO
LC-2021-0497698,2021-10-06,,FEMENINO,24.0,LEVEMENTE HERIDO,,2_ 18 a 29 años
LC-2021-0498900,2021-10-07,UTILITARIO,,,LEVEMENTE HERIDO,,
LC-2021-0500168,2021-10-08,,MASCULINO,34.0,LEVEMENTE HERIDO,,3_ 30 a 39 años
LC-2021-0500168,2021-10-08,,FEMENINO,27.0,LEVEMENTE HERIDO,,2_ 18 a 29 años
LC-2021-0500168,2021-10-08,,FEMENINO,25.0,LEVEMENTE HERIDO,,2_ 18 a 29 años
LC-2021-0522827,2021-10-21,,FEMENINO,35.0,LEVEMENTE HERIDO,,3_ 30 a 39 años
LC-2021-0522827,2021-10-21,,MASCULINO,8.0,LEVEMENTE HERIDO,,1_ 0 a 17 años
LC-2021-0532383,2021-10-26,,MASCULINO,37.0,LEVEMENTE HERIDO,,3_ 30 a 39 años
LC-2021-0542728,2021-10-31,,FEMENINO,,GRAVE,,
LC-2021-0542728,2021-10-31,,FEMENINO,68.0,LEVEMENTE HERIDO,,6_ 60 años o mas
LC-2021-0568267,2021-11-13,UTILITARIO,FEMENINO,50.0,LEVEMENTE HERIDO,,5_ 50 a 59 años
LC-2021-0578378,2021-11-18,PEATON,FEMENINO,43.0,LEVEMENTE HERIDO,,4_ 45 a 49 años
LC-2021-0605578,2021-12-05,,FEMENINO,42.0,LEVEMENTE HERIDO,,4_ 45 a 49 años
LC-2021-0605578,2021-12-05,,FEMENINO,45.0,LEVEMENTE HERIDO,,4_ 45 a 49 años
LC-2021-0605578,2021-12-05,,MASCULINO,40.0,LEVEMENTE HERIDO,,4_ 45 a 49 años
LC-2021-0613911,2021-12-09,,MASCULINO,28.0,LEVEMENTE HERIDO,,2_ 18 a 29 años
LC-2021-0615880,2021-12-10,AUTO,MASCULINO,,LEVEMENTE HERIDO,,
LC-2021-0615880,2021-12-10,AUTO,FEMENINO,23.0,LEVEMENTE HERIDO,,2_ 18 a 29 años
LC-2021-0615880,2021-12-10,AUTO,MASCULINO,22.0,LEVEMENTE HERIDO,,2_ 18 a 29 años
LC-2021-0615880,2021-12-10,AUTO,MASCULINO,3.0,LEVEMENTE HERIDO,,1_ 0 a 17 años
LC-2021-0615880,2021-12-10,AUTO,FEMENINO,2.0,LEVEMENTE HERIDO,,1_ 0 a 17 años
LC-2021-0621485,2021-12-11,,MASCULINO,26.0,LEVEMENTE HERIDO,,2_ 18 a 29 años
LC-2021-0627872,2021-12-17,,MASCULINO,56.0,LEVEMENTE HERIDO,,5_ 50 a 59 años
LC-2021-0630026,2021-12-17,,FEMENINO,22.0,LEVEMENTE HERIDO,,2_ 18 a 29 años
LC-2021-0631039,2021-12-19,AUTO,FEMENINO,19.0,LEVEMENTE HERIDO,,2_ 18 a 29 años
LC-2021-0647096,2021-12-28,,,,LEVEMENTE HERIDO,,
LC-2021-0651626,2021-12-30,,MASCULINO,44.0,LEVEMENTE HERIDO,,4_ 45 a 49 años
LC-2021-0018485,2021-01-09,CICLISTA,FEMENINO,58.0,LEVEMENTE HERIDO,,5_ 50 a 59 años
LC-2021-0020163,2021-01-14,MOTO,MASCULINO,32.0,LEVEMENTE HERIDO,,3_ 30 a 39 años
LC-2021-0030960,2021-01-21,AUTO,FEMENINO,41.0,LEVEMENTE HERIDO,,4_ 45 a 49 años
LC-2021-0040352,2021-01-27,MOTO,MASCULINO,33.0,LEVEMENTE HERIDO,,3_ 30 a 39 años
LC-2021-0040471,2021-01-24,MOTO,MASCULINO,28.0,LEVEMENTE HERIDO,,2_ 18 a 29 años
LC-2021-0043400,2021-01-29,AUTO,,,LEVEMENTE HERIDO,,
LC-2021-0064119,2021-02-12,MOTO,MASCULINO,48.0,LEVEMENTE HERIDO,,4_ 45 a 49 años
LC-2021-0087450,2021-02-26,MOTO,MASCULINO,42.0,LEVEMENTE HERIDO,,4_ 45 a 49 años
LC-2021-0087484,2021-02-26,TRANSPORTE PUBLICO,FEMENINO,52.0,LEVEMENTE HERIDO,,5_ 50 a 59 años
LC-2021-0106910,2021-03-09,PEATON,FEMENINO,42.0,LEVEMENTE HERIDO,,4_ 45 a 49 años
LC-2021-0107065,2021-03-08,CICLISTA,FEMENINO,54.0,LEVEMENTE HERIDO,,5_ 50 a 59 años
LC-2021-0107235,2021-03-09,MOTO,MASCULINO,41.0,LEVEMENTE HERIDO,,4_ 45 a 49 años
LC-2021-0123429,2021-03-16,MOTO,MASCULINO,35.0,LEVEMENTE HERIDO,,3_ 30 a 39 años
LC-2021-0124824,2021-03-18,MOTO,FEMENINO,25.0,LEVEMENTE HERIDO,,2_ 18 a 29 años
LC-2021-0124824,2021-03-18,MOTO,MASCULINO,54.0,LEVEMENTE HERIDO,,5_ 50 a 59 años
LC-2021-0127973,2021-03-20,MOTO,MASCULINO,34.0,LEVEMENTE HERIDO,,3_ 30 a 39 años
LC-2021-0128096,2021-03-20,AUTO,MASCULINO,47.0,LEVEMENTE HERIDO,,4_ 45 a 49 años
LC-2021-0128096,2021-03-20,AUTO,MASCULINO,61.0,LEVEMENTE HERIDO,,6_ 60 años o mas
LC-2021-0131239,2021-03-22,MOTO,MASCULINO,33.0,LEVEMENTE HERIDO,,3_ 30 a 39 años
LC-2021-0135048,2021-03-25,MOTO,MASCULINO,23.0,LEVEMENTE HERIDO,,2_ 18 a 29 años
LC-2021-0135954,2021-03-24,PEATON,MASCULINO,32.0,LEVEMENTE HERIDO,,3_ 30 a 39 años
LC-2021-0137640,2021-03-26,TRANSPORTE PUBLICO,MASCULINO,46.0,GRAVE,,4_ 45 a 49 años
LC-2021-0137640,2021-03-26,TRANSPORTE PUBLICO,MASCULINO,57.0,LEVEMENTE HERIDO,,5_ 50 a 59 años
LC-2021-0137640,2021-03-26,TRANSPORTE PUBLICO,MASCULINO,31.0,LEVEMENTE HERIDO,,3_ 30 a 39 años
LC-2021-0137640,2021-03-26,TRANSPORTE PUBLICO,FEMENINO,18.0,LEVEMENTE HERIDO,,2_ 18 a 29 años
LC-2021-0137640,2021-03-26,TRANSPORTE PUBLICO,FEMENINO,23.0,LEVEMENTE HERIDO,,2_ 18 a 29 años
LC-2021-0137640,2021-03-26,TRANSPORTE PUBLICO,FEMENINO,31.0,LEVEMENTE HERIDO,,3_ 30 a 39 años
LC-2021-0137640,2021-03-26,TRANSPORTE PUBLICO,FEMENINO,49.0,LEVEMENTE HERIDO,,4_ 45 a 49 años
LC-2021-0137640,2021-03-26,TRANSPORTE PUBLICO,MASCULINO,25.0,LEVEMENTE HERIDO,,2_ 18 a 29 años
LC-2021-0137640,2021-03-26,TRANSPORTE PUBLICO,FEMENINO,21.0,LEVEMENTE HERIDO,,2_ 18 a 29 años
LC-2021-0137640,2021-03-26,TRANSPORTE PUBLICO,MASCULINO,60.0,LEVEMENTE HERIDO,,6_ 60 años o mas
LC-2021-0143404,2021-03-26,TRANSPORTE PUBLICO,FEMENINO,38.0,LEVEMENTE HERIDO,,3_ 30 a 39 años
LC-2021-0143404,2021-03-26,TRANSPORTE PUBLICO,FEMENINO,37.0,LEVEMENTE HERIDO,,3_ 30 a 39 años
LC-2021-0165128,2021-04-06,AUTO,MASCULINO,41.0,LEVEMENTE HERIDO,,4_ 45 a 49 años
LC-2021-0165128,2021-04-06,AUTO,FEMENINO,35.0,LEVEMENTE HERIDO,,3_ 30 a 39 años
LC-2021-0181184,2021-04-19,PEATON,FEMENINO,72.0,LEVEMENTE HERIDO,,6_ 60 años o mas
LC-2021-0182451,2021-04-17,MOTO,MASCULINO,44.0,LEVEMENTE HERIDO,,4_ 45 a 49 años
LC-2021-0182773,2021-04-20,PEATON,FEMENINO,37.0,LEVEMENTE HERIDO,,3_ 30 a 39 años
LC-2021-0182850,2021-04-20,CICLISTA,FEMENINO,50.0,LEVEMENTE HERIDO,,5_ 50 a 59 años
LC-2021-0185486,2021-04-22,PEATON,MASCULINO,26.0,LEVEMENTE HERIDO,,2_ 18 a 29 años
LC-2021-0188761,2021-04-23,MOTO,MASCULINO,41.0,LEVEMENTE HERIDO,,4_ 45 a 49 años
LC-2021-0197644,2021-04-29,MOTO,FEMENINO,33.0,LEVEMENTE HERIDO,,3_ 30 a 39 años
LC-2021-0199299,2021-04-30,MOTO,MASCULINO,28.0,LEVEMENTE HERIDO,,2_ 18 a 29 años
LC-2021-0199299,2021-04-30,MOTO,MASCULINO,27.0,LEVEMENTE HERIDO,,2_ 18 a 29 años
LC-2021-0199299,2021-04-30,MOTO,FEMENINO,28.0,LEVEMENTE HERIDO,,2_ 18 a 29 años
LC-2021-0202558,2021-04-28,,,,LEVEMENTE HERIDO,,
LC-2021-0209020,2021-05-07,,,,LEVEMENTE HERIDO,,
LC-2021-0235196,2021-05-25,,,,LEVEMENTE HERIDO,,
LC-2021-0259425,2021-06-10,,MASCULINO,23.0,GRAVE,,2_ 18 a 29 años
LC-2021-0259425,2021-06-10,,FEMENINO,17.0,LEVEMENTE HERIDO,,1_ 0 a 17 años
LC-2021-0267620,2021-06-08,,FEMENINO,27.0,LEVEMENTE HERIDO,,2_ 18 a 29 años
LC-2021-0270718,2021-06-17,MOTO,MASCULINO,41.0,LEVEMENTE HERIDO,,4_ 45 a 49 años
LC-2021-0276191,2021-06-19,MOTO,MASCULINO,35.0,LEVEMENTE HERIDO,,3_ 30 a 39 años
LC-2021-0277693,2021-06-20,AUTO,MASCULINO,30.0,LEVEMENTE HERIDO,,3_ 30 a 39 años
LC-2021-0277693,2021-06-20,AUTO,MASCULINO,22.0,LEVEMENTE HERIDO,,2_ 18 a 29 años
LC-2021-0304313,2021-06-28,TRANSPORTE PUBLICO,MASCULINO,,LEVEMENTE HERIDO,,
LC-2021-0309524,2021-07-01,AUTO,MASCULINO,30.0,LEVEMENTE HERIDO,,3_ 30 a 39 años
LC-2021-0309831,2021-07-01,PEATON,FEMENINO,31.0,LEVEMENTE HERIDO,,3_ 30 a 39 años
LC-2021-0311806,2021-07-02,TRANSPORTE PUBLICO,MASCULINO,,LEVEMENTE HERIDO,,
LC-2021-0313057,2021-06-02,,MASCULINO,37.0,LEVEMENTE HERIDO,,3_ 30 a 39 años
LC-2021-0317162,2021-07-02,PEATON,MASCULINO,25.0,LEVEMENTE HERIDO,,2_ 18 a 29 años
LC-2021-0318618,2021-07-02,MOTO,MASCULINO,38.0,LEVEMENTE HERIDO,,3_ 30 a 39 años
LC-2021-0319238,2021-06-29,,FEMENINO,50.0,LEVEMENTE HERIDO,,5_ 50 a 59 años
LC-2021-0324717,2021-07-10,AUTO,MASCULINO,51.0,LEVEMENTE HERIDO,,5_ 50 a 59 años
LC-2021-0324717,2021-07-10,AUTO,FEMENINO,32.0,LEVEMENTE HERIDO,,3_ 30 a 39 años
LC-2021-0328123,2021-07-09,AUTO,MASCULINO,27.0,LEVEMENTE HERIDO,,2_ 18 a 29 años
LC-2021-0328123,2021-07-09,AUTO,MASCULINO,22.0,LEVEMENTE HERIDO,,2_ 18 a 29 años
LC-2021-0328123,2021-07-09,AUTO,MASCULINO,23.0,LEVEMENTE HERIDO,,2_ 18 a 29 años
LC-2021-0328123,2021-07-09,AUTO,MASCULINO,22.0,LEVEMENTE HERIDO,,2_ 18 a 29 años
LC-2021-0336578,2021-07-13,AUTO,,,LEVEMENTE HERIDO,,
LC-2021-0336578,2021-07-13,AUTO,MASCULINO,39.0,LEVEMENTE HERIDO,,3_ 30 a 39 años
LC-2021-0337933,2021-07-18,TAXI,MASCULINO,56.0,LEVEMENTE HERIDO,,5_ 50 a 59 años
LC-2021-0337933,2021-07-18,TAXI,FEMENINO,45.0,LEVEMENTE HERIDO,,4_ 45 a 49 años
LC-2021-0337933,2021-07-18,TAXI,FEMENINO,19.0,LEVEMENTE HERIDO,,2_ 18 a 29 años
LC-2021-0342174,2021-07-21,MOTO,MASCULINO,26.0,LEVEMENTE HERIDO,,2_ 18 a 29 años
LC-2021-0373741,2021-07-28,MOTO,MASCULINO,28.0,LEVEMENTE HERIDO,,2_ 18 a 29 años
LC-2021-0377489,2021-07-23,CICLISTA,MASCULINO,51.0,LEVEMENTE HERIDO,,5_ 50 a 59 años
LC-2021-0377758,2021-07-30,,MASCULINO,30.0,LEVEMENTE HERIDO,,3_ 30 a 39 años
LC-2021-0401416,2021-08-13,MOTO,MASCULINO,33.0,LEVEMENTE HERIDO,,3_ 30 a 39 años
LC-2021-0401416,2021-08-13,MOTO,MASCULINO,28.0,LEVEMENTE HERIDO,,2_ 18 a 29 años
LC-2021-0402106,2021-08-13,MOTO,MASCULINO,29.0,LEVEMENTE HERIDO,,2_ 18 a 29 años
LC-2021-0402106,2021-08-13,MOTO,MASCULINO,19.0,LEVEMENTE HERIDO,,2_ 18 a 29 años
LC-2021-0409793,2021-08-18,AUTO,FEMENINO,43.0,GRAVE,,4_ 45 a 49 años
LC-2021-0409793,2021-08-18,AUTO,MASCULINO,28.0,GRAVE,,2_ 18 a 29 años
LC-2021-0415196,2021-08-22,,MASCULINO,16.0,LEVEMENTE HERIDO,,1_ 0 a 17 años
LC-2021-0427994,2021-08-29,PEATON,MASCULINO,77.0,LEVEMENTE HERIDO,,6_ 60 años o mas
LC-2021-0501815,2021-10-09,MOTO,MASCULINO,23.0,LEVEMENTE HERIDO,,2_ 18 a 29 años
LC-2021-0509937,2021-10-14,MOTO,MASCULINO,26.0,LEVEMENTE HERIDO,,2_ 18 a 29 años
LC-2021-0520871,2021-09-16,MOTO,MASCULINO,30.0,LEVEMENTE HERIDO,,3_ 30 a 39 años
LC-2021-0522331,2021-10-14,,MASCULINO,46.0,LEVEMENTE HERIDO,,4_ 45 a 49 años
LC-2021-0522581,2021-10-20,CICLISTA,FEMENINO,38.0,LEVEMENTE HERIDO,,3_ 30 a 39 años
LC-2021-0533418,2021-10-26,MOVIL,MASCULINO,38.0,LEVEMENTE HERIDO,,3_ 30 a 39 años
LC-2021-0533418,2021-10-26,MOVIL,MASCULINO,36.0,LEVEMENTE HERIDO,,3_ 30 a 39 años
LC-2021-0533418,2021-10-26,MOVIL,MASCULINO,37.0,LEVEMENTE HERIDO,,3_ 30 a 39 años
LC-2021-0533418,2021-10-26,MOVIL,MASCULINO,39.0,LEVEMENTE HERIDO,,3_ 30 a 39 años
LC-2021-0533418,2021-10-26,MOVIL,FEMENINO,41.0,LEVEMENTE HERIDO,,4_ 45 a 49 años
LC-2021-0533418,2021-10-26,MOVIL,FEMENINO,29.0,LEVEMENTE HERIDO,,2_ 18 a 29 años
LC-2021-0533418,2021-10-26,MOVIL,FEMENINO,29.0,LEVEMENTE HERIDO,,2_ 18 a 29 años
LC-2021-0533418,2021-10-26,MOVIL,FEMENINO,32.0,LEVEMENTE HERIDO,,3_ 30 a 39 años
LC-2021-0533427,2021-10-26,CICLISTA,MASCULINO,13.0,LEVEMENTE HERIDO,,1_ 0 a 17 años
LC-2021-0537559,2021-10-28,,FEMENINO,66.0,LEVEMENTE HERIDO,,6_ 60 años o mas
LC-2021-0540498,2021-10-29,MOTO,MASCULINO,35.0,LEVEMENTE HERIDO,,3_ 30 a 39 años
LC-2021-0544468,2021-11-01,MOTO,MASCULINO,32.0,LEVEMENTE HERIDO,,3_ 30 a 39 años
LC-2021-0544594,2021-10-31,,FEMENINO,7.0,LEVEMENTE HERIDO,,1_ 0 a 17 años
LC-2021-0549780,2021-10-28,,MASCULINO,36.0,LEVEMENTE HERIDO,,3_ 30 a 39 años
LC-2021-0552591,2021-11-05,CICLISTA,MASCULINO,17.0,LEVEMENTE HERIDO,,1_ 0 a 17 años
LC-2021-0557706,2021-11-08,MOTO,MASCULINO,33.0,LEVEMENTE HERIDO,,3_ 30 a 39 años
LC-2021-0562967,2021-11-11,TRANSPORTE PUBLICO,FEMENINO,15.0,LEVEMENTE HERIDO,,1_ 0 a 17 años
LC-2021-0563055,2021-11-11,MOTO,MASCULINO,25.0,LEVEMENTE HERIDO,,2_ 18 a 29 años
LC-2021-0566723,2021-11-12,MOTO,MASCULINO,23.0,LEVEMENTE HERIDO,,2_ 18 a 29 años
LC-2021-0568138,2021-11-13,CICLISTA,MASCULINO,19.0,LEVEMENTE HERIDO,,2_ 18 a 29 años
LC-2021-0569526,2021-11-14,MOTO,MASCULINO,25.0,LEVEMENTE HERIDO,,2_ 18 a 29 años
LC-2021-0569526,2021-11-14,MOTO,FEMENINO,24.0,LEVEMENTE HERIDO,,2_ 18 a 29 años
LC-2021-0571011,2021-11-15,MOTO,MASCULINO,34.0,LEVEMENTE HERIDO,,3_ 30 a 39 años
LC-2021-0573138,2021-11-16,PEATON,FEMENINO,38.0,GRAVE,,3_ 30 a 39 años
LC-2021-0587400,2021-11-25,PEATON,MASCULINO,42.0,LEVEMENTE HERIDO,,4_ 45 a 49 años
LC-2021-0595854,2021-11-06,PEATON,FEMENINO,8.0,LEVEMENTE HERIDO,,1_ 0 a 17 años
LC-2021-0596415,2021-11-12,TRANSPORTE PUBLICO,FEMENINO,44.0,LEVEMENTE HERIDO,,4_ 45 a 49 años
LC-2021-0598428,2021-12-01,,MASCULINO,20.0,LEVEMENTE HERIDO,,2_ 18 a 29 años
LC-2021-0604241,2021-12-03,CICLISTA,FEMENINO,46.0,LEVEMENTE HERIDO,,4_ 45 a 49 años
LC-2021-0607473,2021-12-05,AUTO,MASCULINO,29.0,LEVEMENTE HERIDO,,2_ 18 a 29 años
LC-2021-0607863,2021-12-04,TRANSPORTE PUBLICO,MASCULINO,13.0,LEVEMENTE HERIDO,,1_ 0 a 17 años
LC-2021-0612360,2021-12-08,MOTO,MASCULINO,24.0,LEVEMENTE HERIDO,,2_ 18 a 29 años
LC-2021-0617675,2021-12-12,PEATON,FEMENINO,27.0,LEVEMENTE HERIDO,,2_ 18 a 29 años
LC-2021-0620873,2021-12-14,MOTO,MASCULINO,31.0,LEVEMENTE HERIDO,,3_ 30 a 39 años
LC-2021-0628728,2021-12-17,,MASCULINO,30.0,LEVEMENTE HERIDO,,3_ 30 a 39 años
LC-2021-0629439,2021-12-15,CICLISTA,FEMENINO,30.0,LEVEMENTE HERIDO,,3_ 30 a 39 años
LC-2021-0631535,2021-12-19,MOTO,MASCULINO,26.0,LEVEMENTE HERIDO,,2_ 18 a 29 años
LC-2021-0637483,2021-12-22,,MASCULINO,37.0,LEVEMENTE HERIDO,,3_ 30 a 39 años
LC-2021-0637483,2021-12-22,,MASCULINO,15.0,LEVEMENTE HERIDO,,1_ 0 a 17 años
LC-2021-0639354,2021-12-23,,FEMENINO,61.0,LEVEMENTE HERIDO,,6_ 60 años o mas
LC-2021-0639659,2021-12-23,,MASCULINO,,GRAVE,,
LC-2021-0009720,2021-01-07,MOTO,MASCULINO,55.0,LEVEMENTE HERIDO,,5_ 50 a 59 años
LC-2021-0013004,2021-01-09,CICLISTA,FEMENINO,31.0,LEVEMENTE HERIDO,,3_ 30 a 39 años
LC-2021-0015202,2021-01-11,,FEMENINO,75.0,LEVEMENTE HERIDO,,6_ 60 años o mas
LC-2021-0020036,2021-01-14,MOTO,MASCULINO,26.0,LEVEMENTE HERIDO,,2_ 18 a 29 años
LC-2021-0029626,2021-01-20,MOTO,MASCULINO,32.0,LEVEMENTE HERIDO,,3_ 30 a 39 años
LC-2021-0030432,2021-01-21,PEATON,FEMENINO,62.0,LEVEMENTE HERIDO,,6_ 60 años o mas
LC-2021-0038216,2021-01-18,CICLISTA,FEMENINO,42.0,LEVEMENTE HERIDO,,4_ 45 a 49 años
LC-2021-0039878,2021-01-27,AUTO,MASCULINO,23.0,LEVEMENTE HERIDO,,2_ 18 a 29 años
LC-2021-0069027,2021-02-16,AUTO,FEMENINO,54.0,LEVEMENTE HERIDO,,5_ 50 a 59 años
LC-2021-0072709,2021-01-20,PEATON,FEMENINO,32.0,LEVEMENTE HERIDO,,3_ 30 a 39 años
LC-2021-0074907,2021-01-29,AUTO,FEMENINO,55.0,LEVEMENTE HERIDO,,5_ 50 a 59 años
LC-2021-0076694,2021-02-20,PEATON,MASCULINO,67.0,LEVEMENTE HERIDO,,6_ 60 años o mas
LC-2021-0094466,2021-03-02,MOTO,MASCULINO,47.0,LEVEMENTE HERIDO,,4_ 45 a 49 años
LC-2021-0097879,2021-03-04,PEATON,MASCULINO,54.0,LEVEMENTE HERIDO,,5_ 50 a 59 años
LC-2021-0107420,2021-03-09,AUTO,FEMENINO,16.0,LEVEMENTE HERIDO,,1_ 0 a 17 años
LC-2021-0107420,2021-03-09,AUTO,MASCULINO,52.0,LEVEMENTE HERIDO,,5_ 50 a 59 años
LC-2021-0107509,2021-03-09,MOTO,MASCULINO,24.0,LEVEMENTE HERIDO,,2_ 18 a 29 años
LC-2021-0109787,2021-03-06,AUTO,FEMENINO,52.0,LEVEMENTE HERIDO,,5_ 50 a 59 años
LC-2021-0135759,2021-02-08,TRANSPORTE PUBLICO,FEMENINO,59.0,LEVEMENTE HERIDO,,5_ 50 a 59 años
LC-2021-0139311,2021-03-27,MOTO,MASCULINO,29.0,LEVEMENTE HERIDO,,2_ 18 a 29 años
LC-2021-0144488,2021-03-03,CICLISTA,FEMENINO,22.0,LEVEMENTE HERIDO,,2_ 18 a 29 años
LC-2021-0144756,2021-03-30,MOTO,MASCULINO,36.0,LEVEMENTE HERIDO,,3_ 30 a 39 años
LC-2021-0144756,2021-03-30,MOTO,,,LEVEMENTE HERIDO,,
LC-2021-0172527,2021-04-14,MOTO,MASCULINO,36.0,LEVEMENTE HERIDO,,3_ 30 a 39 años
LC-2021-0176092,2021-04-14,AUTO,MASCULINO,43.0,LEVEMENTE HERIDO,,4_ 45 a 49 años
LC-2021-0181022,2021-04-19,MOTO,MASCULINO,37.0,LEVEMENTE HERIDO,,3_ 30 a 39 años
LC-2021-0181162,2021-03-16,,,,LEVEMENTE HERIDO,,
LC-2021-0181179,2021-03-16,MOTO,MASCULINO,26.0,LEVEMENTE HERIDO,,2_ 18 a 29 años
LC-2021-0192675,2021-04-27,PEATON,MASCULINO,50.0,LEVEMENTE HERIDO,,5_ 50 a 59 años
LC-2021-0192675,2021-04-27,PEATON,MASCULINO,50.0,LEVEMENTE HERIDO,,5_ 50 a 59 años
LC-2021-0195242,2021-04-16,CICLISTA,MASCULINO,29.0,LEVEMENTE HERIDO,,2_ 18 a 29 años
LC-2021-0195761,2021-04-28,,FEMENINO,41.0,LEVEMENTE HERIDO,,4_ 45 a 49 años
LC-2021-0198444,2021-04-28,CICLISTA,MASCULINO,54.0,LEVEMENTE HERIDO,,5_ 50 a 59 años
LC-2021-0204446,2021-05-04,,,,LEVEMENTE HERIDO,,
LC-2021-0214876,2021-05-11,,,,LEVEMENTE HERIDO,,
LC-2021-0228475,2021-05-19,,,,LEVEMENTE HERIDO,,
LC-2021-0235938,2021-05-18,,,,LEVEMENTE HERIDO,,
LC-2021-0242114,2021-05-30,,,,LEVEMENTE HERIDO,,
LC-2021-0246932,2021-06-02,MOTO,MASCULINO,38.0,LEVEMENTE HERIDO,,3_ 30 a 39 años
LC-2021-0256954,2021-06-08,,FEMENINO,21.0,LEVEMENTE HERIDO,,2_ 18 a 29 años
LC-2021-0258048,2021-06-10,CAMION,MASCULINO,23.0,LEVEMENTE HERIDO,,2_ 18 a 29 años
LC-2021-0266512,2021-05-28,MOTO,MASCULINO,46.0,LEVEMENTE HERIDO,,4_ 45 a 49 años
LC-2021-0268020,2021-06-16,MOTO,MASCULINO,23.0,LEVEMENTE HERIDO,,2_ 18 a 29 años
LC-2021-0271090,2021-06-17,MOTO,MASCULINO,33.0,LEVEMENTE HERIDO,,3_ 30 a 39 años
LC-2021-0271090,2021-06-17,MOTO,,,LEVEMENTE HERIDO,,
LC-2021-0277118,2021-06-20,AUTO,MASCULINO,27.0,LEVEMENTE HERIDO,,2_ 18 a 29 años
LC-2021-0289958,2021-06-22,CICLISTA,FEMENINO,25.0,LEVEMENTE HERIDO,,2_ 18 a 29 años
LC-2021-0302102,2021-06-26,PEATON,MASCULINO,20.0,LEVEMENTE HERIDO,,2_ 18 a 29 años
LC-2021-0304335,2021-06-09,MOTO,MASCULINO,33.0,LEVEMENTE HERIDO,,3_ 30 a 39 años
LC-2021-0304785,2021-06-27,AUTO,MASCULINO,19.0,LEVEMENTE HERIDO,,2_ 18 a 29 años
LC-2021-0314279,2021-07-03,TRANSPORTE PUBLICO,FEMENINO,24.0,LEVEMENTE HERIDO,,2_ 18 a 29 años
LC-2021-0318273,2021-07-05,MOTO,MASCULINO,28.0,LEVEMENTE HERIDO,,2_ 18 a 29 años
LC-2021-0318296,2021-07-06,MOTO,MASCULINO,23.0,LEVEMENTE HERIDO,,2_ 18 a 29 años
LC-2021-0318372,2021-07-05,PEATON,MASCULINO,55.0,LEVEMENTE HERIDO,,5_ 50 a 59 años
LC-2021-0318542,2021-06-26,,MASCULINO,41.0,LEVEMENTE HERIDO,,4_ 45 a 49 años
LC-2021-0319370,2021-07-03,CICLISTA,MASCULINO,35.0,LEVEMENTE HERIDO,,3_ 30 a 39 años
LC-2021-0322349,2021-06-20,,MASCULINO,16.0,LEVEMENTE HERIDO,,1_ 0 a 17 años
LC-2021-0327475,2021-07-02,,FEMENINO,38.0,LEVEMENTE HERIDO,,3_ 30 a 39 años
LC-2021-0327882,2021-07-12,MOTO,MASCULINO,32.0,GRAVE,,3_ 30 a 39 años
LC-2021-0336598,2021-07-16,CICLISTA,MASCULINO,48.0,LEVEMENTE HERIDO,,4_ 45 a 49 años
LC-2021-0336757,2021-07-15,MOTO,MASCULINO,44.0,LEVEMENTE HERIDO,,4_ 45 a 49 años
LC-2021-0347626,2021-07-23,MOTO,MASCULINO,61.0,LEVEMENTE HERIDO,,6_ 60 años o mas
LC-2021-0366392,2021-07-26,MOTO,MASCULINO,43.0,LEVEMENTE HERIDO,,4_ 45 a 49 años
LC-2021-0367294,2021-07-26,AUTO,FEMENINO,41.0,LEVEMENTE HERIDO,,4_ 45 a 49 años
LC-2021-0378029,2021-07-30,CICLISTA,FEMENINO,61.0,LEVEMENTE HERIDO,,6_ 60 años o mas
LC-2021-0379503,2021-07-31,CICLISTA,MASCULINO,26.0,LEVEMENTE HERIDO,,2_ 18 a 29 años
LC-2021-0380668,2021-07-31,,FEMENINO,29.0,LEVEMENTE HERIDO,,2_ 18 a 29 años
LC-2021-0400152,2021-08-12,,MASCULINO,,GRAVE,,
LC-2021-0401266,2021-07-21,,MASCULINO,40.0,LEVEMENTE HERIDO,,4_ 45 a 49 años
LC-2021-0401540,2021-07-28,,MASCULINO,12.0,LEVEMENTE HERIDO,,1_ 0 a 17 años
LC-2021-0402076,2021-08-12,,MASCULINO,64.0,LEVEMENTE HERIDO,,6_ 60 años o mas
LC-2021-0424424,2021-08-27,,MASCULINO,51.0,LEVEMENTE HERIDO,,5_ 50 a 59 años
LC-2021-0427069,2021-08-28,MOTO,MASCULINO,18.0,GRAVE,,2_ 18 a 29 años
LC-2021-0449983,2021-09-10,,,,LEVEMENTE HERIDO,,
LC-2021-0465488,2021-09-19,,MASCULINO,17.0,LEVEMENTE HERIDO,,1_ 0 a 17 años
LC-2021-0469511,2021-09-21,,FEMENINO,41.0,LEVEMENTE HERIDO,,4_ 45 a 49 años
LC-2021-0469877,2021-09-21,,MASCULINO,45.0,LEVEMENTE HERIDO,,4_ 45 a 49 años
LC-2021-0473756,2021-09-23,,FEMENINO,19.0,LEVEMENTE HERIDO,,2_ 18 a 29 años
LC-2021-0479611,2021-09-27,CICLISTA,MASCULINO,19.0,LEVEMENTE HERIDO,,2_ 18 a 29 años
LC-2021-0487302,2021-09-30,CICLISTA,FEMENINO,29.0,LEVEMENTE HERIDO,,2_ 18 a 29 años
LC-2021-0488003,2021-10-01,,MASCULINO,27.0,LEVEMENTE HERIDO,,2_ 18 a 29 años
